> -L"SedimentaryBasins-LatePaleozoic.6"
143.712697771	-19.111478491
143.710267	-19.111385
143.69963	-19.109678
143.693764	-19.108146
143.690243042	-19.106265657
143.689255	-19.105738
143.685053	-19.100879
143.681507	-19.095101
143.677962	-19.08998
143.674685	-19.087944
143.672103435	-19.087706353
143.669688	-19.087484
143.667202	-19.088318
143.665617	-19.089717
143.664567	-19.095232
143.664443545	-19.09692844
143.664134	-19.101182
143.662635	-19.106279
143.657538	-19.111975
143.649481	-19.117346
143.642547	-19.11947
143.636551	-19.121869
143.634592	-19.126066
143.631754	-19.138358
143.629356	-19.142256
143.624776	-19.145266
143.621099	-19.147236
143.61913	-19.149994
143.618998	-19.153145
143.620311	-19.15656
143.630817	-19.163979
143.635807	-19.17002
143.63848	-19.175708
143.638696	-19.180788
143.635807	-19.188405
143.633181	-19.194183
143.632918	-19.198648
143.633969	-19.203573
143.636965	-19.214406
143.63909	-19.222089
143.640798	-19.225635
143.643599	-19.228036
143.644475	-19.228787
143.650155	-19.231032
143.655946	-19.233628
143.661537	-19.237721
143.664532	-19.241515
143.666729	-19.24511
143.668226	-19.250601
143.668725	-19.25729
143.668597	-19.262257
143.668426	-19.268872
143.666592	-19.278823
143.666246	-19.282242
143.666537	-19.285737
143.667099	-19.287956
143.667921	-19.289524
143.669523	-19.290907
143.672173	-19.291508
143.674766	-19.29149
143.67718	-19.290702
143.680228	-19.288868
143.682321	-19.286434
143.683524	-19.284228
143.685365	-19.280852
143.686781	-19.275542
143.693087	-19.243612
143.694185	-19.23882
143.695084	-19.235325
143.697779	-19.228336
143.700375	-19.223344
143.70347	-19.219051
143.710541	-19.211993
143.712499	-19.207578
143.714863	-19.197335
143.717131	-19.192773
143.720641	-19.188405
143.728945	-19.178835
143.732586	-19.171844
143.734561	-19.16897
143.735253	-19.165864
143.735086	-19.159777
143.736137	-19.153999
143.737449	-19.150487
143.739289	-19.147433
143.74244	-19.145069
143.755835	-19.137452
143.760563	-19.134038
143.766078	-19.130361
143.78248	-19.114243
143.78392	-19.11256
143.784907	-19.110899
143.785225	-19.10985
143.784863	-19.107577
143.784127	-19.106006
143.781945	-19.104166
143.779185	-19.102711
143.77602	-19.101562
143.772644	-19.100682
143.764765	-19.099894
143.76179	-19.099811
143.758866	-19.099965
143.756493	-19.10053
143.754785	-19.10147
143.749532	-19.105935
143.743795	-19.109038
143.730096	-19.111516
143.723319	-19.111887
143.712697771	-19.111478491
> -L"SedimentaryBasins-LatePaleozoic.32"
147.113995317	-32.699718501
147.113565827	-32.697695766
147.112753185	-32.695731271
147.109204	-32.689667087
147.10790776	-32.687452314
147.103644416	-32.68164233
147.096315392	-32.673212715
147.089016895	-32.668420664
147.085411168	-32.665691602
147.082225222	-32.662941651
147.07711317	-32.657610252
147.072251341	-32.651230111
147.064637789	-32.643681513
147.061749379	-32.641626296
147.055859021	-32.638301838
147.047405259	-32.632813828
147.043565612	-32.629855337
147.041119586	-32.627169879
147.036625867	-32.620351553
147.033601358	-32.61639637
147.029397981	-32.608729697
147.026038925	-32.603190815
147.024452796	-32.59860775
147.023412638	-32.593959017
147.023239579	-32.590051202
147.023496951	-32.587726988
147.023829659	-32.58648644
147.02476795	-32.58445786
147.029215043	-32.576863822
147.029917942	-32.575171121
147.03016298	-32.573774409
147.029919772	-32.570693253
147.029083148	-32.567211256
147.028222305	-32.565070262
147.027154373	-32.563414461
147.025650942	-32.561957984
147.022824112	-32.560495524
147.020872589	-32.559867762
147.014190296	-32.558321863
147.009594377	-32.556857821
147.007404808	-32.555892799
147.005194452	-32.554394993
146.998948851	-32.548637196
146.996692074	-32.547199439
146.994855006	-32.546606101
146.99343157	-32.546400575
146.985325244	-32.545908739
146.982970113	-32.545944587
146.980656602	-32.546291264
146.97900518	-32.546870617
146.977064207	-32.547948081
146.974852939	-32.549571404
146.973378274	-32.551005173
146.971566278	-32.553396689
146.970594222	-32.555127098
146.967534255	-32.563096084
146.964539425	-32.570038213
146.962695477	-32.575020463
146.961752356	-32.578387855
146.961109616	-32.583032811
146.960852088	-32.592090245
146.960236373	-32.599804558
146.960258037	-32.604342653
146.960585892	-32.608566687
146.960887068	-32.610746518
146.96161561	-32.613452861
146.965668289	-32.623213611
146.968438498	-32.631791869
146.974156636	-32.647072754
146.982022618	-32.666454971
146.985596335	-32.675526763
146.988697378	-32.684286327
146.990800435	-32.692228423
146.992901951	-32.701695088
146.995058512	-32.709383721
147.001215754	-32.723189272
147.004839129	-32.730367166
147.011748782	-32.737128158
147.013625006	-32.738715245
147.015760432	-32.740078119
147.021618881	-32.742935017
147.023748353	-32.744210574
147.02733819	-32.747040831
147.031810364	-32.751558865
147.03431989	-32.753347681
147.036024623	-32.754175951
147.037864105	-32.754768479
147.047596909	-32.756613718
147.054024403	-32.75926336
147.055766985	-32.759490815
147.057062243	-32.759214064
147.058464589	-32.758398248
147.059670837	-32.757102052
147.060690672	-32.755206485
147.061261402	-32.75301944
147.061464989	-32.751088511
147.061526206	-32.743627196
147.061349698	-32.740977451
147.060784515	-32.737804113
147.059748924	-32.734325986
147.058086152	-32.730770186
147.054366017	-32.724781683
147.0486803	-32.717537136
147.047452304	-32.715160648
147.046864751	-32.712593283
147.047037772	-32.711094666
147.047671545	-32.709724525
147.048581815	-32.708777744
147.050261794	-32.708037437
147.051641516	-32.707995228
147.052891085	-32.708308933
147.054361889	-32.709003708
147.056600224	-32.71044767
147.061021478	-32.713767741
147.063200243	-32.715736747
147.065470874	-32.718265425
147.067281604	-32.720840619
147.071561335	-32.728995294
