> -L"SedimentaryBasins-NeoproterozoicPaleozoic.348"
123.678026145	-16.787598512
123.669422057	-16.78164115
123.653300615	-16.78779752
123.646500144	-16.789410165
123.627713869	-16.791020993
123.60327753	-16.789547822
123.59769398	-16.789768874
123.593763271	-16.79056861
123.590309463	-16.791834908
123.587874167	-16.793236867
123.585940017	-16.794895346
123.584325421	-16.796861167
123.583088708	-16.799388386
123.582591989	-16.801572631
123.582565714	-16.803873143
123.582750408	-16.804840796
123.582982382	-16.806056156
123.58391774	-16.808464966
123.585214174	-16.810690691
123.588948286	-16.814662125
123.597969802	-16.821165971
123.614403221	-16.834108901
123.634342746	-16.847990689
123.642911544	-16.854843195
123.654242026	-16.864704374
123.673198131	-16.883034645
123.67622343	-16.885960065
123.686168499	-16.896445797
123.69008659	-16.901015939
123.705667497	-16.91918983
123.708930907	-16.924096316
123.718622815	-16.940909135
123.726388767	-16.952962768
123.728465281	-16.955584656
123.728723727	-16.95591098
123.73593309	-16.963273158
123.746959958	-16.972959076
123.753300436	-16.979372257
123.761200292	-16.986394179
123.765261955	-16.989507206
123.768022213	-16.991132223
123.770511117	-16.992320193
123.779994132	-16.996846498
123.789928079	-17.000689485
123.795131925	-17.00182433
123.798501604	-17.002252841
123.807502723	-17.003397485
123.819351846	-17.005589365
123.823227136	-17.005818641
123.827081029	-17.00540382
123.833017153	-17.00344366
123.837173349	-17.001152275
123.846242302	-16.994998726
123.853081781	-16.991719478
123.857217037	-16.990619334
123.862716025	-16.989685266
123.866987987	-16.989285879
123.870460174	-16.989455111
123.880301506	-16.991667867
123.893474541	-16.996677546
123.893659038	-16.99674771
123.905473039	-16.999470099
123.912430364	-17.001753581
123.91968005	-17.004517236
123.932122527	-17.010468256
123.940008082	-17.013748613
123.948200561	-17.017842252
123.956398185	-17.022655586
123.971228795	-17.032201596
123.987609113	-17.043588379
123.996033774	-17.050678467
124.005907878	-17.05839913
124.011388093	-17.062270076
124.020277374	-17.069575133
124.024503344	-17.073942036
124.030060468	-17.080827047
124.051267484	-17.101634144
124.058222015	-17.107641383
124.078723076	-17.123242775
124.09255788	-17.132229072
124.110841073	-17.145691677
124.122707002	-17.15290829
124.130896403	-17.158554583
124.139647437	-17.1656443
124.153302351	-17.175520216
124.164922697	-17.185315552
124.190062727	-17.204020529
124.215683994	-17.221088475
124.222217893	-17.224403799
124.228816728	-17.226764012
124.242394535	-17.229946461
124.259982548	-17.234693371
124.275043363	-17.237407613
124.284928636	-17.239706728
124.306456011	-17.247236018
124.331717908	-17.254796336
124.352135779	-17.26138446
124.361019719	-17.264929995
124.369259534	-17.268874046
124.383015185	-17.276568285
124.389839775	-17.280763407
124.394104176	-17.28284078
124.400765689	-17.285048369
124.409358979	-17.286812136
124.4168785	-17.288904548
124.430063301	-17.294294504
124.449255313	-17.301095481
124.458524629	-17.305341081
124.473075384	-17.313120599
124.484220256	-17.320075703
124.490968589	-17.323766751
124.511216747	-17.340775718
124.54039587	-17.358309224
124.550208361	-17.36486313
124.566482197	-17.376495532
124.591173624	-17.397249623
124.612361804	-17.417789288
124.631285875	-17.436836126
124.637183372	-17.443296799
124.655491201	-17.468649474
124.658671547	-17.473493766
124.660067251	-17.476685535
124.660508213	-17.479001779
124.659904584	-17.481772236
124.658753758	-17.483104162
124.657328392	-17.483939471
124.655052861	-17.484515678
124.65083009	-17.484269595
124.64625457	-17.482931945
124.640566978	-17.480273302
124.627297908	-17.472482231
124.614355639	-17.465579107
124.605551237	-17.460247788
124.591355242	-17.450294082
124.58230342	-17.444714642
124.571166269	-17.439041821
124.556421701	-17.43092164
124.533129776	-17.41714585
124.515490902	-17.408130321
124.49715672	-17.397386979
124.480161135	-17.388073997
124.469319616	-17.381216741
124.463565069	-17.378005771
124.45629214	-17.374518371
124.436631776	-17.366499759
124.422181552	-17.361683855
124.403884828	-17.355101171
124.391668172	-17.351701376
124.383509129	-17.35003194
124.372767093	-17.347307319
124.356179769	-17.345658359
124.34260931	-17.343813857
124.335180049	-17.343545949
124.327714767	-17.343699754
124.306377643	-17.345410085
124.29957173	-17.346789919
124.288387132	-17.351164584
124.2797023	-17.353370789
124.27475408	-17.355264784
124.272866738	-17.356310298
124.271291528	-17.3576625
124.270073937	-17.359364436
124.269280487	-17.36174789
124.269511083	-17.36502187
124.270712448	-17.367505761
124.271175252	-17.368462634
124.274832606	-17.372493743
124.2786967	-17.375595942
124.283037522	-17.378408886
124.284518048	-17.37925067
124.291742559	-17.383358317
124.305290362	-17.392152433
124.318784864	-17.398466385
124.325950336	-17.402197837
124.330564999	-17.404600943
124.338040922	-17.407570508
124.350931273	-17.411265744
124.359138377	-17.41282837
124.369613674	-17.414822858
124.386077995	-17.41863719
124.390916882	-17.420457325
124.402848478	-17.4258114
124.414204187	-17.429315453
124.423640599	-17.431828713
124.43622421	-17.436812597
124.44980417	-17.441658877
124.456281367	-17.44426806
124.467867864	-17.449658819
124.48424389	-17.458601181
124.509725271	-17.476318983
124.522643928	-17.486143365
124.529375406	-17.492414429
