129.17	-31.169	301.01
129.16	-31.162	279.47
129.71	-31.324	340.51
130.07	-31.467	423.71
129.35	-31.199	301.22
129.98	-30.656	245.71
140.13	-31.261	391.75
140.47	-30.765	194.5
140.42	-30.716	165.17
140.09	-30.496	402.01
140.62	-31.586	130.7
140.76	-31.858	79.484
140.6	-31.557	86.131
140.62	-31.578	122.74
140.64	-31.682	96.606
140.91	-31.33	547.55
140.6	-31.225	171.12
140.3	-30.124	433.27
140.46	-31.208	64.599
140.47	-31.204	41.923
140.41	-31.227	24.959
140.43	-31.223	51.789
140.44	-31.222	25.951
140.5	-31.222	88.905
139.69	-31.87	32.064
139.72	-31.808	23.713
139.69	-31.798	52.315
139.7	-31.778	70.38
139.73	-31.788	20.218
139.73	-31.771	47.701
139.74	-31.754	73.644
139.75	-31.788	50.189
139.77	-31.81	26.735
139.77	-31.794	43.204
139.77	-31.776	58.197
139.77	-31.758	62.471
139.77	-31.824	9.2607
139.81	-31.83	27.857
139.8	-31.814	39.834
139.8	-31.795	29.997
139.8	-31.767	50.811
139.79	-31.742	29.488
139.81	-31.744	55.705
139.82	-31.774	41.34
139.84	-31.772	4.6727
139.85	-31.77	60.128
139.82	-31.812	48.676
139.84	-31.812	1.8293
139.84	-31.799	22.122
139.85	-31.787	16.432
139.86	-31.818	36.622
139.87	-31.815	36.663
139.85	-31.84	8.2412
139.85	-31.833	40.951
139.85	-31.827	2.2722
139.84	-31.832	27.555
140.23	-31.665	83.653
140.23	-31.664	61.846
140.23	-31.663	73.265
140.23	-31.662	37.66
140.21	-31.689	11.636
139.91	-31.773	52.007
139.91	-31.772	26.418
139.91	-31.771	24.902
139.91	-31.771	31.979
139.91	-31.77	47.904
139.91	-31.769	44.14
139.93	-31.761	44.029
139.93	-31.761	84.61
139.93	-31.76	92.72
139.93	-31.759	70.798
139.93	-31.743	38.594
139.93	-31.742	41.206
139.93	-31.742	28.622
139.93	-31.742	26.215
139.93	-31.744	29.307
139.91	-31.775	25.902
139.91	-31.774	25.828
139.91	-31.774	25.304
140.71	-31.383	34.049
140.69	-31.367	47.197
140.66	-31.366	43.84
140.64	-31.352	60.824
140.73	-31.368	69.238
140.75	-31.35	71.326
140.69	-31.152	99.084
139.69	-31.881	35.896
140.88	-31.95	90.02
140.9	-31.865	119.6
140.9	-31.864	127.36
140.91	-31.864	87.468
140.91	-31.905	100.27
140.93	-31.954	88.767
140.95	-31.955	93.206
140.85	-31.871	97.757
140.87	-31.871	111.9
140.65	-31.671	122.67
140.67	-31.7	115.14
140.58	-31.621	92.444
140.58	-31.591	60.61
140.54	-31.589	58.188
140.43	-31.587	16.737
140.67	-31.723	115.42
140.25	-31.216	53.874
140.27	-31.175	75.17
140.28	-31.2	62.087
140.28	-31.177	56.693
140.29	-31.146	78.121
140.28	-31.146	61.001
140.25	-31.224	46.043
140.29	-31.228	72.174
140.29	-31.226	69.902
140.33	-31.249	34.156
140.34	-31.248	39.331
140.31	-31.183	61.649
140.32	-31.184	30.796
140.31	-31.182	65.608
140.31	-31.202	38.256
140.32	-31.206	28.528
140.33	-31.204	55.588
140.33	-31.202	64.977
140.34	-31.202	84.149
140.35	-31.204	84.861
140.35	-31.206	59.978
140.34	-31.201	71.518
140.3	-31.213	44.431
140.3	-31.207	52.837
140.28	-31.224	65.794
140.5	-31.537	65.833
140.45	-31.578	15.94
140.38	-31.578	45.995
140.21	-31.221	63.633
140.21	-31.206	58.113
140.21	-31.192	72.338
140.21	-31.148	82.27
140.28	-31.115	60.909
140.29	-31.112	87.861
140.31	-31.11	94.28
140.33	-31.108	55.862
140.22	-31.225	53.084
140.31	-31.243	63.198
140.25	-31.054	77.442
140.27	-31.052	83.897
140.28	-31.05	90.961
140.31	-31.042	96.948
140.32	-31.019	90.495
140.3	-31.11	101.25
140.46	-31.392	40.967
140.48	-31.374	70.638
140.5	-31.365	100.28
140.51	-31.369	96.27
140.52	-31.382	50.692
140.51	-31.394	48.874
140.52	-31.356	70.946
140.55	-31.33	68.728
140.51	-31.332	46.622
140.51	-31.35	70.345
140.48	-31.334	72.055
140.44	-31.337	70.886
140.47	-31.134	17.236
140.52	-31.367	64.229
140.51	-31.359	42.478
140.51	-31.375	103.58
140.59	-31.288	59.728
140.59	-31.215	89.717
140.59	-31.147	100.74
140.49	-31.367	102.89
140.75	-31.854	29.788
140.79	-31.859	57.953
140.09	-31.851	47.415
140.66	-31.723	121.89
139.98	-31.797	69.316
140.26	-31.28	60.017
140.28	-31.202	54.638
140.29	-31.203	48.435
140.3	-31.204	50.992
140.3	-31.205	36.438
140.29	-31.159	66.61
140.3	-31.16	42.977
140.31	-31.161	56.01
140.31	-31.162	76.421
140.32	-31.163	75.505
140.33	-31.164	52.996
140.32	-31.08	93.958
140.33	-31.081	105.95
140.31	-31.08	77.581
140.28	-31.157	83.621
140.27	-31.156	47.057
140.44	-31.534	78.151
140.45	-31.516	53.478
140.46	-31.506	100.24
140.47	-31.493	92.457
140.48	-31.473	119.69
140.08	-31.308	72.026
140.6	-31.18	79.263
140.45	-31.433	137
140.59	-31.262	99.822
140.59	-31.272	130.21
140.45	-31.447	154.43
140.42	-31.434	69.294
140.17	-31.117	233.15
140.24	-31.426	446.09
140.38	-31.675	68.744
140.33	-31.668	57.984
139.92	-31.685	777.39
140.33	-30.12	464.05
139.52	-30.206	155.69
140.08	-31.742	26.72
140.09	-31.74	48.504
140.09	-31.74	52.335
140.1	-31.741	66.11
140.1	-31.745	38.46
140.1	-31.744	36.089
140.11	-31.772	81.581
140.11	-31.775	61.425
140.09	-31.732	84.841
140.14	-31.78	102.42
140.14	-31.782	101.14
140.09	-31.734	65.696
140.09	-31.73	51.717
140.09	-31.733	43.681
140.09	-31.735	41.311
140.09	-31.737	49.001
